調査年 コード,調査年,地域 コード,地域,/項目,C120110_課税対象所得【千円】,C120120_納税義務者数（所得割）【人】,F2201_第1次産業就業者数【人】,F2211_第2次産業就業者数【人】,F2221_第3次産業就業者数【人】
2015100000,2015年度,37204,香川県 善通寺市,,38623934,14212,924,3541,10482
2015100000,2015年度,37205,香川県 観音寺市,,71105918,26176,2952,9197,16038
2015100000,2015年度,37206,香川県 さぬき市,,55492029,21175,1817,6274,14819
2015100000,2015年度,37207,香川県 東かがわ市,,33015920,12596,1277,5263,7820
2015100000,2015年度,37208,香川県 三豊市,,75034684,28144,3756,10089,17317
2015100000,2015年度,37322,香川県 土庄町,,14365382,5992,468,1746,4490
2015100000,2015年度,37324,香川県 小豆島町,,15017477,6331,364,2190,4069
2015100000,2015年度,37341,香川県 三木町,,33786211,12200,856,3145,8843
2015100000,2015年度,37364,香川県 直島町,,4789067,1512,92,585,929
2015100000,2015年度,37386,香川県 宇多津町,,25653044,7849,106,2771,5716
2015100000,2015年度,37387,香川県 綾川町,,28025141,10649,1117,2686,7256
2015100000,2015年度,37403,香川県 琴平町,,10221981,3895,269,990,3107
2015100000,2015年度,37404,香川県 多度津町,,27874868,10158,488,3682,6354
2015100000,2015年度,37406,香川県 まんのう町,,19715604,7771,1134,2501,5064
2015100000,2015年度,38201,愛媛県 松山市,,622884884,207721,6957,40668,169242
2015100000,2015年度,38202,愛媛県 今治市,,177695800,61410,4132,22476,43800
2015100000,2015年度,38203,愛媛県 宇和島市,,72344935,28286,6593,5142,23387
2015100000,2015年度,38204,愛媛県 八幡浜市,,36203663,13697,3570,3139,10136
2015100000,2015年度,38205,愛媛県 新居浜市,,148529489,50599,720,16960,34206
2015100000,2015年度,38206,愛媛県 西条市,,119954998,43877,3811,16186,29752
2015100000,2015年度,38207,愛媛県 大洲市,,43024192,16620,2431,4473,13225
2015100000,2015年度,38210,愛媛県 伊予市,,36792260,14248,2641,4566,10613
2015100000,2015年度,38213,愛媛県 四国中央市,,111154665,39020,1646,15739,22438
2015100000,2015年度,38214,愛媛県 西予市,,32586982,13329,3802,3159,11000
2015100000,2015年度,38215,愛媛県 東温市,,38215078,12927,1349,2882,11561
2015100000,2015年度,38356,愛媛県 上島町,,6340950,2448,257,1030,1604
2015100000,2015年度,38386,愛媛県 久万高原町,,6959998,2665,1179,578,2177
2015100000,2015年度,38401,愛媛県 松前町,,34795068,12454,781,3663,9235
2015100000,2015年度,38402,愛媛県 砥部町,,21497651,8353,953,2317,6930
2015100000,2015年度,38422,愛媛県 内子町,,13843468,5773,1726,1938,4513
2015100000,2015年度,38442,愛媛県 伊方町,,7910897,3225,1556,834,2359
2015100000,2015年度,38484,愛媛県 松野町,,2724059,1286,291,335,1165
2015100000,2015年度,38488,愛媛県 鬼北町,,8724884,3478,801,959,3004
2015100000,2015年度,38506,愛媛県 愛南町,,18819963,7403,1998,1365,6114
2015100000,2015年度,39201,高知県 高知市,,417019990,144159,4176,21559,108937
2015100000,2015年度,39202,高知県 室戸市,,10761166,4789,1108,962,3444
2015100000,2015年度,39203,高知県 安芸市,,16324957,7072,2328,1135,4899
2015100000,2015年度,39204,高知県 南国市,,51860470,19294,2677,3819,15088
2015100000,2015年度,39205,高知県 土佐市,,26401709,10521,2425,2321,7540
2015100000,2015年度,39206,高知県 須崎市,,20631929,8299,1982,1816,6020
2015100000,2015年度,39208,高知県 宿毛市,,19088873,7499,1417,1793,6463
2015100000,2015年度,39209,高知県 土佐清水市,,12651229,4949,808,984,3695
2015100000,2015年度,39210,高知県 四万十市,,34019963,13117,1817,2491,11297
2015100000,2015年度,39211,高知県 香南市,,34413934,13587,2717,2507,10293
2015100000,2015年度,39212,高知県 香美市,,24543314,9797,2282,2099,7846
2015100000,2015年度,39301,高知県 東洋町,,1814861,795,274,194,560
2015100000,2015年度,39302,高知県 奈半利町,,2452304,1046,261,238,876
2015100000,2015年度,39303,高知県 田野町,,2411953,1031,250,237,788
2015100000,2015年度,39304,高知県 安田町,,2095701,956,494,179,655
2015100000,2015年度,39305,高知県 北川村,,1073772,473,240,113,322
2015100000,2015年度,39306,高知県 馬路村,,1045601,434,82,107,224
2015100000,2015年度,39307,高知県 芸西村,,3235531,1450,793,212,945
2015100000,2015年度,39341,高知県 本山町,,3169366,1380,372,285,1099
2015100000,2015年度,39344,高知県 大豊町,,2619198,1241,745,397,905
2015100000,2015年度,39363,高知県 土佐町,,3135694,1410,491,347,1113
2015100000,2015年度,39364,高知県 大川村,,428722,156,53,23,105
2015100000,2015年度,39386,高知県 いの町,,26119137,9992,812,2171,7320
2015100000,2015年度,39387,高知県 仁淀川町,,3980505,1726,253,695,1142
2015100000,2015年度,39401,高知県 中土佐町,,5450825,2366,596,620,1819
2015100000,2015年度,39402,高知県 佐川町,,12403353,5089,870,1221,3990
2015100000,2015年度,39403,高知県 越知町,,5048296,2113,372,607,1635
2015100000,2015年度,39405,高知県 檮原町,,2740140,1169,511,443,892
2015100000,2015年度,39410,高知県 日高村,,4439170,1991,255,511,1411
2015100000,2015年度,39411,高知県 津野町,,4719504,2085,574,745,1431
2015100000,2015年度,39412,高知県 四万十町,,13907824,5927,2878,1465,4669
2015100000,2015年度,39424,高知県 大月町,,4064721,1669,676,325,1215
2015100000,2015年度,39427,高知県 三原村,,1088859,491,128,161,383
2015100000,2015年度,39428,高知県 黒潮町,,9374647,4012,1206,973,3049
2015100000,2015年度,40100,福岡県 北九州市,,1202033957,394624,3174,98006,296731
2015100000,2015年度,40130,福岡県 福岡市,,2221524535,652124,4142,92515,519335
2015100000,2015年度,40202,福岡県 大牟田市,,114692876,43509,987,11858,33080
2015100000,2015年度,40203,福岡県 久留米市,,373650728,122593,7769,27388,98781
2015100000,2015年度,40204,福岡県 直方市,,58775186,22361,426,6590,15582
2015100000,2015年度,40205,福岡県 飯塚市,,136444467,50372,1210,12166,39812
2015100000,2015年度,40206,福岡県 田川市,,44980533,17617,307,4418,13870
2015100000,2015年度,40207,福岡県 柳川市,,67995302,25935,3320,7665,19368
2015100000,2015年度,40210,福岡県 八女市,,62866524,24866,6506,7114,18068
2015100000,2015年度,40211,福岡県 筑後市,,54228639,20071,1678,5720,14748
2015100000,2015年度,40212,福岡県 大川市,,33461372,13516,1143,4889,9842
2015100000,2015年度,40213,福岡県 行橋市,,85348300,29734,876,9531,19358
2015100000,2015年度,40214,福岡県 豊前市,,27725303,10283,714,3565,6916
2015100000,2015年度,40215,福岡県 中間市,,42117897,16396,152,5151,11292
2015100000,2015年度,40216,福岡県 小郡市,,77974597,24530,1002,4318,19956
2015100000,2015年度,40217,福岡県 筑紫野市,,135243058,43796,680,8120,35790
2015100000,2015年度,40218,福岡県 春日市,,151618169,46887,150,8574,40137
2015100000,2015年度,40219,福岡県 大野城市,,139168516,42819,155,8253,34528
2015100000,2015年度,40220,福岡県 宗像市,,124838357,40848,1413,8801,31134
2015100000,2015年度,40221,福岡県 太宰府市,,91719375,29901,230,5105,23804
2015100000,2015年度,40223,福岡県 古賀市,,72184208,24646,570,6800,18906
2015100000,2015年度,40224,福岡県 福津市,,71101370,24161,818,4918,18845
2015100000,2015年度,40225,福岡県 うきは市,,28209071,11686,2266,3890,8428
2015100000,2015年度,40226,福岡県 宮若市,,26912957,10698,662,3547,7570
2015100000,2015年度,40227,福岡県 嘉麻市,,30668202,13378,900,4043,10192
2015100000,2015年度,40228,福岡県 朝倉市,,56370941,21653,3666,6216,14591
2015100000,2015年度,40229,福岡県 みやま市,,35930305,14392,3042,4488,10466
2015100000,2015年度,40230,福岡県 糸島市,,106054172,38445,3926,7943,31985
2015100000,2015年度,40231,福岡県 那珂川市,,58285835,19844,388,4997,16685
2015100000,2015年度,40341,福岡県 宇美町,,41097819,15230,127,4341,12590
2015100000,2015年度,40342,福岡県 篠栗町,,36026922,13009,136,2499,11148
2015100000,2015年度,40343,福岡県 志免町,,54482387,18820,119,4312,15772
2015100000,2015年度,40344,福岡県 須恵町,,28890483,10982,125,3178,8996
2015100000,2015年度,40345,福岡県 新宮町,,42791247,12383,309,2690,10299
2015100000,2015年度,40348,福岡県 久山町,,10270312,3425,168,795,2845
2015100000,2015年度,40349,福岡県 粕屋町,,58867869,19621,260,4673,17312
2015100000,2015年度,40381,福岡県 芦屋町,,15747562,5737,200,1427,4636
2015100000,2015年度,40382,福岡県 水巻町,,29788586,11474,121,3472,7948
2015100000,2015年度,40383,福岡県 岡垣町,,35745357,12899,469,3259,9264
2015100000,2015年度,40384,福岡県 遠賀町,,22313913,8125,273,2187,5629
2015100000,2015年度,40401,福岡県 小竹町,,7015430,2958,67,944,2027
2015100000,2015年度,40402,福岡県 鞍手町,,16047477,6463,310,2412,4303
2015100000,2015年度,40421,福岡県 桂川町,,12483558,5204,167,1501,4238
2015100000,2015年度,40447,福岡県 筑前町,,30671352,11980,1151,3628,9394
2015100000,2015年度,40448,福岡県 東峰村,,1701215,741,214,329,579
2015100000,2015年度,40503,福岡県 大刀洗町,,15555510,6243,1000,1695,4412
2015100000,2015年度,40522,福岡県 大木町,,14581588,5739,811,1723,4308
2015100000,2015年度,40544,福岡県 広川町,,20091521,7812,1099,2250,5716
2015100000,2015年度,40601,福岡県 香春町,,9867525,4072,86,1074,2875
2015100000,2015年度,40602,福岡県 添田町,,7759199,3367,295,844,2821
2015100000,2015年度,40604,福岡県 糸田町,,6824453,2897,72,919,2415
2015100000,2015年度,40605,福岡県 川崎町,,11778132,5124,150,1585,4254
2015100000,2015年度,40608,福岡県 大任町,,3932116,1616,56,486,1335
2015100000,2015年度,40609,福岡県 赤村,,2326185,1018,174,297,845
2015100000,2015年度,40610,福岡県 福智町,,17573098,7522,246,2466,5835
2015100000,2015年度,40621,福岡県 苅田町,,45928683,15394,205,5831,8988
2015100000,2015年度,40625,福岡県 みやこ町,,19968113,7873,771,2735,5188
2015100000,2015年度,40642,福岡県 吉富町,,7469072,2721,103,1136,1737
2015100000,2015年度,40646,福岡県 上毛町,,7612011,2961,362,1116,2006
2015100000,2015年度,40647,福岡県 築上町,,18624640,7304,724,2092,5394
2015100000,2015年度,41201,佐賀県 佐賀市,,290732695,98164,6668,21156,81520
2015100000,2015年度,41202,佐賀県 唐津市,,122011544,47747,7008,13477,37208
2015100000,2015年度,41203,佐賀県 鳥栖市,,89735092,30891,665,7981,24127
2015100000,2015年度,41204,佐賀県 多久市,,18101639,7670,823,2652,5949
2015100000,2015年度,41205,佐賀県 伊万里市,,55851570,22505,2582,8891,16304
2015100000,2015年度,41206,佐賀県 武雄市,,51390738,19921,1472,6662,15382
2015100000,2015年度,41207,佐賀県 鹿島市,,29258800,12152,2220,4007,9378
2015100000,2015年度,41208,佐賀県 小城市,,48732950,18726,1819,5258,15009
2015100000,2015年度,41209,佐賀県 嬉野市,,27010774,10715,1258,3442,9078
2015100000,2015年度,41210,佐賀県 神埼市,,34976408,13375,1430,4224,9788
2015100000,2015年度,41327,佐賀県 吉野ヶ里町,,18795626,6894,398,2221,5189
2015100000,2015年度,41341,佐賀県 基山町,,21515457,7591,274,1896,5905
2015100000,2015年度,41345,佐賀県 上峰町,,10905446,4027,222,1306,2910
2015100000,2015年度,41346,佐賀県 みやき町,,26552379,10511,686,3155,7209
2015100000,2015年度,41387,佐賀県 玄海町,,5450148,2287,778,759,1794
2015100000,2015年度,41401,佐賀県 有田町,,18229372,7934,406,3499,6164
2015100000,2015年度,41423,佐賀県 大町町,,5869625,2447,178,829,1922
2015100000,2015年度,41424,佐賀県 江北町,,10126460,3943,590,1347,3003
2015100000,2015年度,41425,佐賀県 白石町,,24878849,9705,3606,2411,6735
2015100000,2015年度,41441,佐賀県 太良町,,7357989,3088,1551,1082,2208
2015100000,2015年度,42201,長崎県 長崎市,,509344171,176284,3658,36181,146548
2015100000,2015年度,42202,長崎県 佐世保市,,278114050,102154,4828,21498,86854
2015100000,2015年度,42203,長崎県 島原市,,41038392,16700,3214,4203,13869
2015100000,2015年度,42204,長崎県 諫早市,,149822402,55697,4120,14729,44921
2015100000,2015年度,42205,長崎県 大村市,,106011162,37674,1934,8442,31987
2015100000,2015年度,42207,長崎県 平戸市,,27587227,11568,3000,2755,9276
2015100000,2015年度,42208,長崎県 松浦市,,19778073,8453,1584,3019,6568
2015100000,2015年度,42209,長崎県 対馬市,,31016731,11468,2944,1938,9910
2015100000,2015年度,42210,長崎県 壱岐市,,21239538,8657,2657,1945,8402
2015100000,2015年度,42211,長崎県 五島市,,33394592,13292,2491,2114,11391
2015100000,2015年度,42212,長崎県 西海市,,24934073,10660,2353,4157,7340
2015100000,2015年度,42213,長崎県 雲仙市,,35398992,15416,5642,4484,12481
2015100000,2015年度,42214,長崎県 南島原市,,35828075,15789,5398,4461,12723
2015100000,2015年度,42307,長崎県 長与町,,59008947,17928,633,3776,15181
2015100000,2015年度,42308,長崎県 時津町,,33841866,12118,323,3209,10255
2015100000,2015年度,42321,長崎県 東彼杵町,,6855938,2990,721,997,2542
2015100000,2015年度,42322,長崎県 川棚町,,13510375,5610,322,1782,4457
2015100000,2015年度,42323,長崎県 波佐見町,,13040311,6009,379,2936,4614
2015100000,2015年度,42383,長崎県 小値賀町,,1660514,691,396,103,711
2015100000,2015年度,42391,長崎県 佐々町,,14156340,5489,350,1614,4535
2015100000,2015年度,42411,長崎県 新上五島町,,18728599,7162,865,1331,5923
2015100000,2015年度,43100,熊本県 熊本市,,929438785,305292,12472,55443,257637
2015100000,2015年度,43202,熊本県 八代市,,127825346,49609,8295,12878,37231
2015100000,2015年度,43203,熊本県 人吉市,,33361685,12838,1255,2952,11592
2015100000,2015年度,43204,熊本県 荒尾市,,49617730,20035,958,6137,15137
2015100000,2015年度,43205,熊本県 水俣市,,23461240,9372,725,2647,7794
2015100000,2015年度,43206,熊本県 玉名市,,66316658,25571,5170,7861,17819
2015100000,2015年度,43208,熊本県 山鹿市,,47762247,19950,4219,6628,14621
2015100000,2015年度,43210,熊本県 菊池市,,45048312,18557,4165,6222,13126
2015100000,2015年度,43211,熊本県 宇土市,,37159657,14496,1626,3967,11719
2015100000,2015年度,43212,熊本県 上天草市,,23384033,9620,1558,2526,7954
2015100000,2015年度,43213,熊本県 宇城市,,56660482,23021,4643,6315,17682
2015100000,2015年度,43214,熊本県 阿蘇市,,24899838,10499,2402,2987,8080
2015100000,2015年度,43215,熊本県 天草市,,70430857,28894,5064,6290,26079
2015100000,2015年度,43216,熊本県 合志市,,67067697,23647,1383,6950,17798
2015100000,2015年度,43348,熊本県 美里町,,7883022,3647,665,1350,2801
2015100000,2015年度,43364,熊本県 玉東町,,4474108,1917,620,627,1430
2015100000,2015年度,43367,熊本県 南関町,,8200998,3500,720,1538,2409
2015100000,2015年度,43368,熊本県 長洲町,,15248870,6135,393,2787,4007
2015100000,2015年度,43369,熊本県 和水町,,8137002,3590,965,1317,2567
2015100000,2015年度,43403,熊本県 大津町,,38482713,13900,1241,5402,9382
2015100000,2015年度,43404,熊本県 菊陽町,,52118615,16778,932,5765,12013
2015100000,2015年度,43423,熊本県 南小国町,,3296794,1463,509,327,1469
2015100000,2015年度,43424,熊本県 小国町,,5766898,2571,715,614,2589
2015100000,2015年度,43425,熊本県 産山村,,1053780,483,319,114,389
2015100000,2015年度,43428,熊本県 高森町,,5145162,2289,782,571,1797
2015100000,2015年度,43432,熊本県 西原村,,7044889,2736,583,953,2134
2015100000,2015年度,43433,熊本県 南阿蘇村,,9553045,3938,1232,916,3244
2015100000,2015年度,43441,熊本県 御船町,,15336834,6511,882,2118,5369
2015100000,2015年度,43442,熊本県 嘉島町,,10243286,3744,372,957,3075
2015100000,2015年度,43443,熊本県 益城町,,34258185,13255,1354,3491,10807
2015100000,2015年度,43444,熊本県 甲佐町,,8328861,3814,851,1160,3180
2015100000,2015年度,43447,熊本県 山都町,,10930595,4863,3097,1262,3805
2015100000,2015年度,43468,熊本県 氷川町,,10593449,4615,1603,1096,3141
2015100000,2015年度,43482,熊本県 芦北町,,13641384,6086,1224,1804,4845
2015100000,2015年度,43484,熊本県 津奈木町,,3139352,1502,395,485,1282
2015100000,2015年度,43501,熊本県 錦町,,8978289,3984,1008,1358,3163
2015100000,2015年度,43505,熊本県 多良木町,,8438526,3467,1160,1218,2527
2015100000,2015年度,43506,熊本県 湯前町,,2852080,1322,462,492,1043
2015100000,2015年度,43507,熊本県 水上村,,1500200,669,311,214,532
2015100000,2015年度,43510,熊本県 相良村,,3355559,1561,549,513,1198
2015100000,2015年度,43511,熊本県 五木村,,1049728,464,119,101,278
2015100000,2015年度,43512,熊本県 山江村,,2339042,1145,337,418,958
2015100000,2015年度,43513,熊本県 球磨村,,2462459,1241,305,408,976
2015100000,2015年度,43514,熊本県 あさぎり町,,12695342,5655,1778,1760,4245
2015100000,2015年度,43531,熊本県 苓北町,,6552995,2591,583,652,2319
2015100000,2015年度,44201,大分県 大分市,,619496422,204598,4007,47987,159286
2015100000,2015年度,44202,大分県 別府市,,123671441,46487,609,6570,42008
2015100000,2015年度,44203,大分県 中津市,,93398624,33877,2084,12875,23421
2015100000,2015年度,44204,大分県 日田市,,63928382,26394,3301,8227,20902
2015100000,2015年度,44205,大分県 佐伯市,,68800369,27072,2864,8317,20325
2015100000,2015年度,44206,大分県 臼杵市,,38043128,15268,1629,4938,10937
2015100000,2015年度,44207,大分県 津久見市,,19000709,7006,603,2135,4903
2015100000,2015年度,44208,大分県 竹田市,,17365685,7399,3588,1401,6366
2015100000,2015年度,44209,大分県 豊後高田市,,20415721,8421,1638,2895,5762
2015100000,2015年度,44210,大分県 杵築市,,25921249,10871,2150,3685,7546
2015100000,2015年度,44211,大分県 宇佐市,,57077032,21394,2891,7793,15082
2015100000,2015年度,44212,大分県 豊後大野市,,31689589,12927,3576,3168,10139
2015100000,2015年度,44213,大分県 由布市,,35364012,13718,1427,2300,12045
2015100000,2015年度,44214,大分県 国東市,,24735488,10427,2342,3792,7094
2015100000,2015年度,44322,大分県 姫島村,,1445057,659,218,121,543
2015100000,2015年度,44341,大分県 日出町,,30640282,11326,969,3214,9105
2015100000,2015年度,44461,大分県 九重町,,7431381,3204,1304,912,2727
2015100000,2015年度,44462,大分県 玖珠町,,14582287,5958,1275,1585,5170
2015100000,2015年度,45201,宮崎県 宮崎市,,475391260,164614,9661,28871,141376
2015100000,2015年度,45202,宮崎県 都城市,,160025958,63408,7366,18753,49858
2015100000,2015年度,45203,宮崎県 延岡市,,124654908,48570,3017,15279,36739
2015100000,2015年度,45204,宮崎県 日南市,,50794735,20486,2912,5133,15737
2015100000,2015年度,45205,宮崎県 小林市,,40621195,16704,4784,4320,13240
2015100000,2015年度,45206,宮崎県 日向市,,62090280,24491,2123,8642,18299
2015100000,2015年度,45207,宮崎県 串間市,,14951213,6492,2382,1351,5047
2015100000,2015年度,45208,宮崎県 西都市,,25560195,11305,3732,3097,7925
2015100000,2015年度,45209,宮崎県 えびの市,,15209609,6651,2172,1877,5165
2015100000,2015年度,45341,宮崎県 三股町,,23667660,9738,839,3099,7927
2015100000,2015年度,45361,宮崎県 高原町,,7332580,3217,1144,987,2514
2015100000,2015年度,45382,宮崎県 国富町,,16633492,7371,1970,2153,5551
2015100000,2015年度,45383,宮崎県 綾町,,5731670,2583,819,868,1997
2015100000,2015年度,45401,宮崎県 高鍋町,,20882350,8146,1158,1944,6633
2015100000,2015年度,45402,宮崎県 新富町,,16788435,6977,1739,1816,5530
2015100000,2015年度,45403,宮崎県 西米良村,,1076024,427,128,86,335
2015100000,2015年度,45404,宮崎県 木城町,,3779567,1759,538,583,1436
2015100000,2015年度,45405,宮崎県 川南町,,13408263,5756,2558,1703,3994
2015100000,2015年度,45406,宮崎県 都農町,,8238671,3526,1392,1194,2472
2015100000,2015年度,45421,宮崎県 門川町,,15532662,6692,666,2713,5202
2015100000,2015年度,45429,宮崎県 諸塚村,,1408881,536,387,159,422
2015100000,2015年度,45430,宮崎県 椎葉村,,2164626,863,514,274,653
2015100000,2015年度,45431,宮崎県 美郷町,,3858936,1738,865,420,1328
2015100000,2015年度,45441,宮崎県 高千穂町,,10153803,4222,1635,1061,3833
2015100000,2015年度,45442,宮崎県 日之影町,,2567203,1123,774,384,1000
2015100000,2015年度,45443,宮崎県 五ヶ瀬町,,2641133,1092,746,290,946
2015100000,2015年度,46201,鹿児島県 鹿児島市,,741893818,249209,3598,40046,216355
2015100000,2015年度,46203,鹿児島県 鹿屋市,,101561218,38660,5330,8444,31581
2015100000,2015年度,46204,鹿児島県 枕崎市,,20773223,8383,1258,2454,6534
2015100000,2015年度,46206,鹿児島県 阿久根市,,16937729,7381,1421,2573,5868
2015100000,2015年度,46208,鹿児島県 出水市,,48282332,19387,3530,6326,15358
2015100000,2015年度,46210,鹿児島県 指宿市,,37028340,15693,4608,2614,12958
2015100000,2015年度,46213,鹿児島県 西之表市,,13430056,5437,2199,984,5121
2015100000,2015年度,46214,鹿児島県 垂水市,,13014807,5444,1308,1627,4103
2015100000,2015年度,46215,鹿児島県 薩摩川内市,,95162480,35695,2803,12889,28641
2015100000,2015年度,46216,鹿児島県 日置市,,44991729,18197,1358,5208,15063
2015100000,2015年度,46217,鹿児島県 曽於市,,28026879,12676,3696,3825,9643
2015100000,2015年度,46218,鹿児島県 霧島市,,130139984,47874,3069,14872,36519
2015100000,2015年度,46219,鹿児島県 いちき串木野市,,26597067,10998,774,3728,8757
2015100000,2015年度,46220,鹿児島県 南さつま市,,30421841,12538,1707,3105,10174
2015100000,2015年度,46221,鹿児島県 志布志市,,26839706,11232,3395,2971,8856
2015100000,2015年度,46222,鹿児島県 奄美市,,39377517,14618,749,2854,15815
2015100000,2015年度,46223,鹿児島県 南九州市,,30386573,13023,4246,3726,9393
2015100000,2015年度,46224,鹿児島県 伊佐市,,22265294,9378,2231,2981,7124
2015100000,2015年度,46225,鹿児島県 姶良市,,74987017,29015,1034,6454,25140
2015100000,2015年度,46303,鹿児島県 三島村,,370369,119,38,27,130
2015100000,2015年度,46304,鹿児島県 十島村,,602692,191,113,64,208
2015100000,2015年度,46392,鹿児島県 さつま町,,19317907,7525,2022,3184,5924
2015100000,2015年度,46404,鹿児島県 長島町,,8486675,3376,2306,1040,2388
2015100000,2015年度,46452,鹿児島県 湧水町,,7468158,3202,779,1027,2605
2015100000,2015年度,46468,鹿児島県 大崎町,,10943994,4604,1838,1550,3175
2015100000,2015年度,46482,鹿児島県 東串良町,,4917992,2212,1075,584,1589
2015100000,2015年度,46490,鹿児島県 錦江町,,5290828,2262,1280,483,1760
2015100000,2015年度,46491,鹿児島県 南大隅町,,4648182,2179,1175,505,1762
2015100000,2015年度,46492,鹿児島県 肝付町,,11403499,4993,1178,1505,4154
2015100000,2015年度,46501,鹿児島県 中種子町,,6786035,2859,1548,501,2407
2015100000,2015年度,46502,鹿児島県 南種子町,,5078799,1937,991,383,1915
2015100000,2015年度,46505,鹿児島県 屋久島町,,10506875,4296,771,995,4712
2015100000,2015年度,46523,鹿児島県 大和村,,1013133,441,57,114,403
2015100000,2015年度,46524,鹿児島県 宇検村,,1431566,544,181,122,440
2015100000,2015年度,46525,鹿児島県 瀬戸内町,,7208391,2868,359,520,2849
2015100000,2015年度,46527,鹿児島県 龍郷町,,4338575,1782,135,393,1987
2015100000,2015年度,46529,鹿児島県 喜界町,,5224102,2220,762,495,2247
2015100000,2015年度,46530,鹿児島県 徳之島町,,8489898,3057,778,658,3541
2015100000,2015年度,46531,鹿児島県 天城町,,3304910,1407,813,415,1518
2015100000,2015年度,46532,鹿児島県 伊仙町,,3435127,1542,869,333,1510
2015100000,2015年度,46533,鹿児島県 和泊町,,5118169,2043,1200,438,2005
2015100000,2015年度,46534,鹿児島県 知名町,,4927508,2006,821,411,1808
2015100000,2015年度,46535,鹿児島県 与論町,,3353299,1470,846,410,1566
2015100000,2015年度,47201,沖縄県 那覇市,,356194854,118549,840,12475,101142
2015100000,2015年度,47205,沖縄県 宜野湾市,,96106177,34772,267,4964,28864
2015100000,2015年度,47207,沖縄県 石垣市,,42532263,16290,2075,3114,16341
2015100000,2015年度,47208,沖縄県 浦添市,,116140705,41837,190,6059,34896
2015100000,2015年度,47209,沖縄県 名護市,,49261179,20629,1622,3422,18263
2015100000,2015年度,47210,沖縄県 糸満市,,46369788,18952,1822,4448,19385
2015100000,2015年度,47211,沖縄県 沖縄市,,124488901,44910,579,7294,36016
2015100000,2015年度,47212,沖縄県 豊見城市,,61109753,22552,830,2962,18846
2015100000,2015年度,47213,沖縄県 うるま市,,88385351,36819,1573,8247,30663
2015100000,2015年度,47214,沖縄県 宮古島市,,41237311,16728,4249,3097,14644
2015100000,2015年度,47215,沖縄県 南城市,,31721750,13846,1719,3230,13194
2015100000,2015年度,47301,沖縄県 国頭村,,3329661,1592,424,351,1486
2015100000,2015年度,47302,沖縄県 大宜味村,,1700539,823,373,236,774
2015100000,2015年度,47303,沖縄県 東村,,1791434,478,384,117,432
2015100000,2015年度,47306,沖縄県 今帰仁村,,5192063,2578,1040,576,2612
2015100000,2015年度,47308,沖縄県 本部町,,7637193,3832,595,1107,4485
2015100000,2015年度,47311,沖縄県 恩納村,,8712913,3583,806,482,3938
2015100000,2015年度,47313,沖縄県 宜野座村,,4183010,1909,415,389,1821
2015100000,2015年度,47314,沖縄県 金武町,,8970428,3889,512,764,3318
2015100000,2015年度,47315,沖縄県 伊江村,,3184096,1360,770,326,1188
2015100000,2015年度,47324,沖縄県 読谷村,,34412685,13839,457,2670,11444
2015100000,2015年度,47325,沖縄県 嘉手納町,,14581481,4684,61,859,3936
2015100000,2015年度,47326,沖縄県 北谷町,,32058436,9923,63,1408,8073
2015100000,2015年度,47327,沖縄県 北中城村,,16505778,5765,100,950,4740
2015100000,2015年度,47328,沖縄県 中城村,,18934789,6977,286,1601,6573
2015100000,2015年度,47329,沖縄県 西原町,,31355282,12214,264,2397,11141
2015100000,2015年度,47348,沖縄県 与那原町,,16839232,6628,136,1211,6259
2015100000,2015年度,47350,沖縄県 南風原町,,35819206,13719,564,2462,12449
2015100000,2015年度,47353,沖縄県 渡嘉敷村,,693163,283,18,30,392
2015100000,2015年度,47354,沖縄県 座間味村,,780350,300,11,29,488
2015100000,2015年度,47355,沖縄県 粟国村,,487345,194,37,88,226
2015100000,2015年度,47356,沖縄県 渡名喜村,,282395,120,26,87,160
2015100000,2015年度,47357,沖縄県 南大東村,,1210510,385,225,260,367
2015100000,2015年度,47358,沖縄県 北大東村,,958025,282,54,163,203
2015100000,2015年度,47359,沖縄県 伊平屋村,,840594,349,111,136,369
2015100000,2015年度,47360,沖縄県 伊是名村,,1051466,462,194,158,387
2015100000,2015年度,47361,沖縄県 久米島町,,5904396,2434,1057,578,2268
2015100000,2015年度,47362,沖縄県 八重瀬町,,22772529,9861,1095,2022,8991
2015100000,2015年度,47375,沖縄県 多良間村,,698683,273,258,83,279
2015100000,2015年度,47381,沖縄県 竹富町,,3192927,1370,349,112,1651
2015100000,2015年度,47382,沖縄県 与那国町,,1212305,485,142,544,630
